id,type,concept_id,wn30_id,domain,language,text,char,ipa,audio_path,char_type,case
concept:39777,Concept,39777,,,,,,,,,
synset:07518000-n,Synset,,07518000-n,,,,,,,,
concept:39778,Concept,39778,,,,,,,,,
synset:07518132-n,Synset,,07518132-n,,,,,,,,
concept:39779,Concept,39779,,,,,,,,,
synset:07518261-n,Synset,,07518261-n,,,,,,,,
concept:3978,Concept,3978,,,,,,,,,
synset:00788973-n,Synset,,00788973-n,,,,,,,,
concept:39780,Concept,39780,,,,,,,,,
synset:07518468-n,Synset,,07518468-n,,,,,,,,
concept:39781,Concept,39781,,,,,,,,,
synset:07518663-n,Synset,,07518663-n,,,,,,,,
concept:39782,Concept,39782,,,,,,,,,
synset:07518878-n,Synset,,07518878-n,,,,,,,,
concept:39783,Concept,39783,,,,,,,,,
synset:07519040-n,Synset,,07519040-n,,,,,,,,
concept:39784,Concept,39784,,,,,,,,,
synset:07519253-n,Synset,,07519253-n,,,,,,,,
concept:39785,Concept,39785,,,,,,,,,
synset:07519773-n,Synset,,07519773-n,,,,,,,,
concept:39786,Concept,39786,,,,,,,,,
synset:07519983-n,Synset,,07519983-n,,,,,,,,
concept:39787,Concept,39787,,,,,,,,,
synset:07520112-n,Synset,,07520112-n,,,,,,,,
concept:39788,Concept,39788,,,,,,,,,
synset:07520411-n,Synset,,07520411-n,,,,,,,,
concept:39789,Concept,39789,,,,,,,,,
synset:07520507-n,Synset,,07520507-n,,,,,,,,
concept:3979,Concept,3979,,,,,,,,,
synset:00789237-n,Synset,,00789237-n,,,,,,,,
concept:39790,Concept,39790,,,,,,,,,
synset:07520612-n,Synset,,07520612-n,,,,,,,,
concept:39791,Concept,39791,,,,,,,,,
synset:07521039-n,Synset,,07521039-n,,,,,,,,
concept:39792,Concept,39792,,,,,,,,,
synset:07521437-n,Synset,,07521437-n,,,,,,,,
concept:39793,Concept,39793,,,,,,,,,
synset:07521563-n,Synset,,07521563-n,,,,,,,,
concept:39794,Concept,39794,,,,,,,,,
synset:07521674-n,Synset,,07521674-n,,,,,,,,
concept:39795,Concept,39795,,,,,,,,,
synset:07522043-n,Synset,,07522043-n,,,,,,,,
concept:39796,Concept,39796,,,,,,,,,
synset:07522128-n,Synset,,07522128-n,,,,,,,,
concept:39797,Concept,39797,,,,,,,,,
synset:07522418-n,Synset,,07522418-n,,,,,,,,
concept:39798,Concept,39798,,,,,,,,,
synset:07522536-n,Synset,,07522536-n,,,,,,,,
concept:39799,Concept,39799,,,,,,,,,
synset:07522632-n,Synset,,07522632-n,,,,,,,,
concept:398,Concept,398,,,,,,,,,
synset:00100889-n,Synset,,00100889-n,,,,,,,,
concept:3980,Concept,3980,,,,,,,,,
synset:00789391-n,Synset,,00789391-n,,,,,,,,
concept:39800,Concept,39800,,,,,,,,,
synset:07522729-n,Synset,,07522729-n,,,,,,,,
concept:39801,Concept,39801,,,,,,,,,
synset:07523016-n,Synset,,07523016-n,,,,,,,,
concept:39802,Concept,39802,,,,,,,,,
synset:07523180-n,Synset,,07523180-n,,,,,,,,
concept:39803,Concept,39803,,,,,,,,,
synset:07523286-n,Synset,,07523286-n,,,,,,,,
concept:39804,Concept,39804,,,,,,,,,
synset:07523485-n,Synset,,07523485-n,,,,,,,,
concept:39805,Concept,39805,,,,,,,,,
synset:07523649-n,Synset,,07523649-n,,,,,,,,
concept:39806,Concept,39806,,,,,,,,,
synset:07523760-n,Synset,,07523760-n,,,,,,,,
concept:39807,Concept,39807,,,,,,,,,
synset:07523905-n,Synset,,07523905-n,,,,,,,,
concept:39808,Concept,39808,,,,,,,,,
synset:07524242-n,Synset,,07524242-n,,,,,,,,
concept:39809,Concept,39809,,,,,,,,,
synset:07524529-n,Synset,,07524529-n,,,,,,,,
concept:3981,Concept,3981,,,,,,,,,
synset:00789534-n,Synset,,00789534-n,,,,,,,,
concept:39810,Concept,39810,,,,,,,,,
synset:07524760-n,Synset,,07524760-n,,,,,,,,
concept:39811,Concept,39811,,,,,,,,,
synset:07524918-n,Synset,,07524918-n,,,,,,,,
concept:39812,Concept,39812,,,,,,,,,
synset:07525057-n,Synset,,07525057-n,,,,,,,,
concept:39813,Concept,39813,,,,,,,,,
synset:07525259-n,Synset,,07525259-n,,,,,,,,
concept:39814,Concept,39814,,,,,,,,,
synset:07525367-n,Synset,,07525367-n,,,,,,,,
concept:39815,Concept,39815,,,,,,,,,
synset:07525555-n,Synset,,07525555-n,,,,,,,,
concept:39816,Concept,39816,,,,,,,,,
synset:07525760-n,Synset,,07525760-n,,,,,,,,
concept:39817,Concept,39817,,,,,,,,,
synset:07526002-n,Synset,,07526002-n,,,,,,,,
concept:39818,Concept,39818,,,,,,,,,
synset:07526182-n,Synset,,07526182-n,,,,,,,,
concept:39819,Concept,39819,,,,,,,,,
synset:07526338-n,Synset,,07526338-n,,,,,,,,
concept:3982,Concept,3982,,,,,,,,,
synset:00789735-n,Synset,,00789735-n,,,,,,,,
concept:39820,Concept,39820,,,,,,,,,
synset:07526505-n,Synset,,07526505-n,,,,,,,,
concept:39821,Concept,39821,,,,,,,,,
synset:07526757-n,Synset,,07526757-n,,,,,,,,
concept:39822,Concept,39822,,,,,,,,,
synset:07527061-n,Synset,,07527061-n,,,,,,,,
concept:39823,Concept,39823,,,,,,,,,
synset:07527167-n,Synset,,07527167-n,,,,,,,,
concept:39824,Concept,39824,,,,,,,,,
synset:07527352-n,Synset,,07527352-n,,,,,,,,
concept:39825,Concept,39825,,,,,,,,,
synset:07527656-n,Synset,,07527656-n,,,,,,,,
concept:39826,Concept,39826,,,,,,,,,
synset:07527817-n,Synset,,07527817-n,,,,,,,,
concept:39827,Concept,39827,,,,,,,,,
synset:07528097-n,Synset,,07528097-n,,,,,,,,
concept:39828,Concept,39828,,,,,,,,,
synset:07528212-n,Synset,,07528212-n,,,,,,,,
concept:39829,Concept,39829,,,,,,,,,
synset:07528470-n,Synset,,07528470-n,,,,,,,,
concept:3983,Concept,3983,,,,,,,,,
synset:00789906-n,Synset,,00789906-n,,,,,,,,
concept:39830,Concept,39830,,,,,,,,,
synset:07528807-n,Synset,,07528807-n,,,,,,,,
concept:39831,Concept,39831,,,,,,,,,
synset:07528976-n,Synset,,07528976-n,,,,,,,,
concept:39832,Concept,39832,,,,,,,,,
synset:07529096-n,Synset,,07529096-n,,,,,,,,
concept:39833,Concept,39833,,,,,,,,,
synset:07529245-n,Synset,,07529245-n,,,,,,,,
concept:39834,Concept,39834,,,,,,,,,
synset:07529377-n,Synset,,07529377-n,,,,,,,,
concept:39835,Concept,39835,,,,,,,,,
synset:07529563-n,Synset,,07529563-n,,,,,,,,
concept:39836,Concept,39836,,,,,,,,,
synset:07529683-n,Synset,,07529683-n,,,,,,,,
concept:39837,Concept,39837,,,,,,,,,
synset:07529817-n,Synset,,07529817-n,,,,,,,,
concept:39838,Concept,39838,,,,,,,,,
synset:07530000-n,Synset,,07530000-n,,,,,,,,
concept:39839,Concept,39839,,,,,,,,,
synset:07530124-n,Synset,,07530124-n,,,,,,,,
concept:3984,Concept,3984,,,,,,,,,
synset:00790086-n,Synset,,00790086-n,,,,,,,,
concept:39840,Concept,39840,,,,,,,,,
synset:07530322-n,Synset,,07530322-n,,,,,,,,
concept:39841,Concept,39841,,,,,,,,,
synset:07530478-n,Synset,,07530478-n,,,,,,,,
concept:39842,Concept,39842,,,,,,,,,
synset:07530723-n,Synset,,07530723-n,,,,,,,,
concept:39843,Concept,39843,,,,,,,,,
synset:07530866-n,Synset,,07530866-n,,,,,,,,
concept:39844,Concept,39844,,,,,,,,,
synset:07531105-n,Synset,,07531105-n,,,,,,,,
concept:39845,Concept,39845,,,,,,,,,
synset:07531255-n,Synset,,07531255-n,,,,,,,,
concept:39847,Concept,39847,,,,,,,,,
synset:07531713-n,Synset,,07531713-n,,,,,,,,
concept:39848,Concept,39848,,,,,,,,,
synset:07531998-n,Synset,,07531998-n,,,,,,,,
concept:39849,Concept,39849,,,,,,,,,
synset:07532112-n,Synset,,07532112-n,,,,,,,,
concept:3985,Concept,3985,,,,,,,,,
synset:00790205-n,Synset,,00790205-n,,,,,,,,
concept:39850,Concept,39850,,,,,,,,,
synset:07532276-n,Synset,,07532276-n,,,,,,,,
concept:39851,Concept,39851,,,,,,,,,
synset:07532440-n,Synset,,07532440-n,,,,,,,,
concept:39852,Concept,39852,,,,,,,,,
synset:07532832-n,Synset,,07532832-n,,,,,,,,
concept:39853,Concept,39853,,,,,,,,,
synset:07532945-n,Synset,,07532945-n,,,,,,,,
concept:39854,Concept,39854,,,,,,,,,
synset:07533097-n,Synset,,07533097-n,,,,,,,,
concept:39855,Concept,39855,,,,,,,,,
synset:07533257-n,Synset,,07533257-n,,,,,,,,
concept:39856,Concept,39856,,,,,,,,,
synset:07533492-n,Synset,,07533492-n,,,,,,,,
concept:39857,Concept,39857,,,,,,,,,
synset:07533607-n,Synset,,07533607-n,,,,,,,,
concept:39858,Concept,39858,,,,,,,,,
synset:07533735-n,Synset,,07533735-n,,,,,,,,
concept:39859,Concept,39859,,,,,,,,,
synset:07533877-n,Synset,,07533877-n,,,,,,,,
concept:3986,Concept,3986,,,,,,,,,
synset:00790347-n,Synset,,00790347-n,,,,,,,,
concept:39860,Concept,39860,,,,,,,,,
synset:07533978-n,Synset,,07533978-n,,,,,,,,
concept:39861,Concept,39861,,,,,,,,,
synset:07534108-n,Synset,,07534108-n,,,,,,,,
concept:39862,Concept,39862,,,,,,,,,
synset:07534278-n,Synset,,07534278-n,,,,,,,,
concept:39863,Concept,39863,,,,,,,,,
synset:07534430-n,Synset,,07534430-n,,,,,,,,
concept:39864,Concept,39864,,,,,,,,,
synset:07534700-n,Synset,,07534700-n,,,,,,,,
concept:39865,Concept,39865,,,,,,,,,
synset:07534847-n,Synset,,07534847-n,,,,,,,,
concept:39866,Concept,39866,,,,,,,,,
synset:07535010-n,Synset,,07535010-n,,,,,,,,
concept:39867,Concept,39867,,,,,,,,,
synset:07535209-n,Synset,,07535209-n,,,,,,,,
concept:39868,Concept,39868,,,,,,,,,
synset:07535430-n,Synset,,07535430-n,,,,,,,,
concept:39869,Concept,39869,,,,,,,,,
synset:07535532-n,Synset,,07535532-n,,,,,,,,
concept:3987,Concept,3987,,,,,,,,,
synset:00790498-n,Synset,,00790498-n,,,,,,,,
concept:39870,Concept,39870,,,,,,,,,
synset:07535670-n,Synset,,07535670-n,,,,,,,,
concept:39871,Concept,39871,,,,,,,,,
synset:07536074-n,Synset,,07536074-n,,,,,,,,
concept:39872,Concept,39872,,,,,,,,,
synset:07536245-n,Synset,,07536245-n,,,,,,,,
concept:39873,Concept,39873,,,,,,,,,
synset:07536437-n,Synset,,07536437-n,,,,,,,,
concept:39874,Concept,39874,,,,,,,,,
synset:07536870-n,Synset,,07536870-n,,,,,,,,
concept:39875,Concept,39875,,,,,,,,,
synset:07537068-n,Synset,,07537068-n,,,,,,,,
concept:39876,Concept,39876,,,,,,,,,
synset:07537259-n,Synset,,07537259-n,,,,,,,,
concept:39877,Concept,39877,,,,,,,,,
synset:07537376-n,Synset,,07537376-n,,,,,,,,
concept:39878,Concept,39878,,,,,,,,,
synset:07537485-n,Synset,,07537485-n,,,,,,,,
concept:39879,Concept,39879,,,,,,,,,
synset:07537668-n,Synset,,07537668-n,,,,,,,,
concept:3988,Concept,3988,,,,,,,,,
synset:00790677-n,Synset,,00790677-n,,,,,,,,
concept:39880,Concept,39880,,,,,,,,,
synset:07537973-n,Synset,,07537973-n,,,,,,,,
concept:39881,Concept,39881,,,,,,,,,
synset:07538142-n,Synset,,07538142-n,,,,,,,,
concept:39882,Concept,39882,,,,,,,,,
synset:07538272-n,Synset,,07538272-n,,,,,,,,
concept:39883,Concept,39883,,,,,,,,,
synset:07538395-n,Synset,,07538395-n,,,,,,,,
concept:39884,Concept,39884,,,,,,,,,
synset:07538674-n,Synset,,07538674-n,,,,,,,,
concept:39885,Concept,39885,,,,,,,,,
synset:07538812-n,Synset,,07538812-n,,,,,,,,
concept:39886,Concept,39886,,,,,,,,,
synset:07538965-n,Synset,,07538965-n,,,,,,,,
concept:39887,Concept,39887,,,,,,,,,
synset:07539259-n,Synset,,07539259-n,,,,,,,,
concept:39888,Concept,39888,,,,,,,,,
synset:07539367-n,Synset,,07539367-n,,,,,,,,
concept:39889,Concept,39889,,,,,,,,,
synset:07539511-n,Synset,,07539511-n,,,,,,,,
concept:3989,Concept,3989,,,,,,,,,
synset:00790817-n,Synset,,00790817-n,,,,,,,,
concept:39890,Concept,39890,,,,,,,,,
synset:07539790-n,Synset,,07539790-n,,,,,,,,
concept:39891,Concept,39891,,,,,,,,,
synset:07539962-n,Synset,,07539962-n,,,,,,,,
concept:39892,Concept,39892,,,,,,,,,
synset:07540081-n,Synset,,07540081-n,,,,,,,,
concept:39893,Concept,39893,,,,,,,,,
synset:07540424-n,Synset,,07540424-n,,,,,,,,
concept:39894,Concept,39894,,,,,,,,,
synset:07540602-n,Synset,,07540602-n,,,,,,,,
concept:39895,Concept,39895,,,,,,,,,
synset:07540866-n,Synset,,07540866-n,,,,,,,,
concept:39896,Concept,39896,,,,,,,,,
synset:07541053-n,Synset,,07541053-n,,,,,,,,
concept:39897,Concept,39897,,,,,,,,,
synset:07541316-n,Synset,,07541316-n,,,,,,,,
concept:39898,Concept,39898,,,,,,,,,
synset:07541449-n,Synset,,07541449-n,,,,,,,,
concept:39899,Concept,39899,,,,,,,,,
synset:07541558-n,Synset,,07541558-n,,,,,,,,
concept:399,Concept,399,,,,,,,,,
synset:00101003-n,Synset,,00101003-n,,,,,,,,
concept:3990,Concept,3990,,,,,,,,,
synset:00790947-n,Synset,,00790947-n,,,,,,,,
concept:39900,Concept,39900,,,,,,,,,
synset:07541760-n,Synset,,07541760-n,,,,,,,,
concept:39901,Concept,39901,,,,,,,,,
synset:07541923-n,Synset,,07541923-n,,,,,,,,
concept:39902,Concept,39902,,,,,,,,,
synset:07542249-n,Synset,,07542249-n,,,,,,,,
concept:39903,Concept,39903,,,,,,,,,
synset:07542433-n,Synset,,07542433-n,,,,,,,,
concept:39904,Concept,39904,,,,,,,,,
synset:07542560-n,Synset,,07542560-n,,,,,,,,
concept:39905,Concept,39905,,,,,,,,,
synset:07542675-n,Synset,,07542675-n,,,,,,,,
concept:39906,Concept,39906,,,,,,,,,
synset:07542881-n,Synset,,07542881-n,,,,,,,,
concept:39907,Concept,39907,,,,,,,,,
synset:07543033-n,Synset,,07543033-n,,,,,,,,
concept:39908,Concept,39908,,,,,,,,,
synset:07543204-n,Synset,,07543204-n,,,,,,,,
concept:39909,Concept,39909,,,,,,,,,
synset:07543288-n,Synset,,07543288-n,,,,,,,,
concept:3991,Concept,3991,,,,,,,,,
synset:00791078-n,Synset,,00791078-n,,,,,,,,
concept:39910,Concept,39910,,,,,,,,,
synset:07543732-n,Synset,,07543732-n,,,,,,,,
concept:39911,Concept,39911,,,,,,,,,
synset:07543910-n,Synset,,07543910-n,,,,,,,,
concept:39912,Concept,39912,,,,,,,,,
synset:07544039-n,Synset,,07544039-n,,,,,,,,
concept:39913,Concept,39913,,,,,,,,,
synset:07544129-n,Synset,,07544129-n,,,,,,,,
concept:39914,Concept,39914,,,,,,,,,
synset:07544213-n,Synset,,07544213-n,,,,,,,,
concept:39915,Concept,39915,,,,,,,,,
synset:07544351-n,Synset,,07544351-n,,,,,,,,
concept:39916,Concept,39916,,,,,,,,,
synset:07544491-n,Synset,,07544491-n,,,,,,,,
concept:39917,Concept,39917,,,,,,,,,
synset:07544647-n,Synset,,07544647-n,,,,,,,,
concept:39918,Concept,39918,,,,,,,,,
synset:07545161-n,Synset,,07545161-n,,,,,,,,
concept:39919,Concept,39919,,,,,,,,,
synset:07545303-n,Synset,,07545303-n,,,,,,,,
concept:3992,Concept,3992,,,,,,,,,
synset:00791527-n,Synset,,00791527-n,,,,,,,,
concept:39920,Concept,39920,,,,,,,,,
synset:07545415-n,Synset,,07545415-n,,,,,,,,
concept:39921,Concept,39921,,,,,,,,,
synset:07545594-n,Synset,,07545594-n,,,,,,,,
concept:39922,Concept,39922,,,,,,,,,
synset:07545717-n,Synset,,07545717-n,,,,,,,,
concept:39923,Concept,39923,,,,,,,,,
synset:07545833-n,Synset,,07545833-n,,,,,,,,
concept:39924,Concept,39924,,,,,,,,,
synset:07545957-n,Synset,,07545957-n,,,,,,,,
concept:39925,Concept,39925,,,,,,,,,
synset:07546125-n,Synset,,07546125-n,,,,,,,,
concept:39926,Concept,39926,,,,,,,,,
synset:07546279-n,Synset,,07546279-n,,,,,,,,
concept:39927,Concept,39927,,,,,,,,,
synset:07546389-n,Synset,,07546389-n,,,,,,,,
concept:39928,Concept,39928,,,,,,,,,
synset:07546465-n,Synset,,07546465-n,,,,,,,,
concept:39929,Concept,39929,,,,,,,,,
synset:07546844-n,Synset,,07546844-n,,,,,,,,
concept:3993,Concept,3993,,,,,,,,,
synset:00791875-n,Synset,,00791875-n,,,,,,,,
concept:39930,Concept,39930,,,,,,,,,
synset:07546973-n,Synset,,07546973-n,,,,,,,,
concept:39931,Concept,39931,,,,,,,,,
synset:07547064-n,Synset,,07547064-n,,,,,,,,
concept:39932,Concept,39932,,,,,,,,,
synset:07547219-n,Synset,,07547219-n,,,,,,,,
concept:39933,Concept,39933,,,,,,,,,
synset:07547293-n,Synset,,07547293-n,,,,,,,,
concept:39934,Concept,39934,,,,,,,,,
synset:07547397-n,Synset,,07547397-n,,,,,,,,
concept:39935,Concept,39935,,,,,,,,,
synset:07547473-n,Synset,,07547473-n,,,,,,,,
concept:39936,Concept,39936,,,,,,,,,
synset:07547547-n,Synset,,07547547-n,,,,,,,,
concept:39937,Concept,39937,,,,,,,,,
synset:07547674-n,Synset,,07547674-n,,,,,,,,
concept:39938,Concept,39938,,,,,,,,,
synset:07547805-n,Synset,,07547805-n,,,,,,,,
concept:39939,Concept,39939,,,,,,,,,
synset:07548100-n,Synset,,07548100-n,,,,,,,,
concept:3994,Concept,3994,,,,,,,,,
synset:00792142-n,Synset,,00792142-n,,,,,,,,
concept:39940,Concept,39940,,,,,,,,,
synset:07548224-n,Synset,,07548224-n,,,,,,,,
concept:39941,Concept,39941,,,,,,,,,
synset:07548366-n,Synset,,07548366-n,,,,,,,,
concept:39942,Concept,39942,,,,,,,,,
synset:07548567-n,Synset,,07548567-n,,,,,,,,
concept:39943,Concept,39943,,,,,,,,,
synset:07548695-n,Synset,,07548695-n,,,,,,,,
concept:39944,Concept,39944,,,,,,,,,
synset:07548860-n,Synset,,07548860-n,,,,,,,,
concept:39945,Concept,39945,,,,,,,,,
synset:07548978-n,Synset,,07548978-n,,,,,,,,
concept:39946,Concept,39946,,,,,,,,,
synset:07549265-n,Synset,,07549265-n,,,,,,,,
concept:39947,Concept,39947,,,,,,,,,
synset:07549401-n,Synset,,07549401-n,,,,,,,,
concept:39948,Concept,39948,,,,,,,,,
synset:07549536-n,Synset,,07549536-n,,,,,,,,
concept:39949,Concept,39949,,,,,,,,,
synset:07549716-n,Synset,,07549716-n,,,,,,,,
concept:3995,Concept,3995,,,,,,,,,
synset:00792356-n,Synset,,00792356-n,,,,,,,,
concept:39950,Concept,39950,,,,,,,,,
synset:07549979-n,Synset,,07549979-n,,,,,,,,
concept:39951,Concept,39951,,,,,,,,,
synset:07550079-n,Synset,,07550079-n,,,,,,,,
concept:39952,Concept,39952,,,,,,,,,
synset:07550204-n,Synset,,07550204-n,,,,,,,,
concept:39953,Concept,39953,,,,,,,,,
synset:07550369-n,Synset,,07550369-n,,,,,,,,
concept:39954,Concept,39954,,,,,,,,,
synset:07550551-n,Synset,,07550551-n,,,,,,,,
concept:39955,Concept,39955,,,,,,,,,
synset:07550666-n,Synset,,07550666-n,,,,,,,,
concept:39956,Concept,39956,,,,,,,,,
synset:07550891-n,Synset,,07550891-n,,,,,,,,
concept:39957,Concept,39957,,,,,,,,,
synset:07551052-n,Synset,,07551052-n,,,,,,,,
concept:39958,Concept,39958,,,,,,,,,
synset:07551418-n,Synset,,07551418-n,,,,,,,,
concept:39959,Concept,39959,,,,,,,,,
synset:07551498-n,Synset,,07551498-n,,,,,,,,
concept:3996,Concept,3996,,,,,,,,,
synset:00792720-n,Synset,,00792720-n,,,,,,,,
concept:39960,Concept,39960,,,,,,,,,
synset:07551691-n,Synset,,07551691-n,,,,,,,,
concept:39961,Concept,39961,,,,,,,,,
synset:07551890-n,Synset,,07551890-n,,,,,,,,
concept:39962,Concept,39962,,,,,,,,,
synset:07552087-n,Synset,,07552087-n,,,,,,,,
concept:39963,Concept,39963,,,,,,,,,
synset:07552252-n,Synset,,07552252-n,,,,,,,,
concept:39964,Concept,39964,,,,,,,,,
synset:07552367-n,Synset,,07552367-n,,,,,,,,
concept:39965,Concept,39965,,,,,,,,,
synset:07552549-n,Synset,,07552549-n,,,,,,,,
concept:39966,Concept,39966,,,,,,,,,
synset:07552729-n,Synset,,07552729-n,,,,,,,,
concept:39967,Concept,39967,,,,,,,,,
synset:07553016-n,Synset,,07553016-n,,,,,,,,
concept:39968,Concept,39968,,,,,,,,,
synset:07553176-n,Synset,,07553176-n,,,,,,,,
concept:39969,Concept,39969,,,,,,,,,
synset:07553301-n,Synset,,07553301-n,,,,,,,,
concept:3997,Concept,3997,,,,,,,,,
synset:00792954-n,Synset,,00792954-n,,,,,,,,
concept:39970,Concept,39970,,,,,,,,,
synset:07553590-n,Synset,,07553590-n,,,,,,,,
concept:39971,Concept,39971,,,,,,,,,
synset:07553741-n,Synset,,07553741-n,,,,,,,,
concept:39972,Concept,39972,,,,,,,,,
synset:07553964-n,Synset,,07553964-n,,,,,,,,
concept:39973,Concept,39973,,,,,,,,,
synset:07554224-n,Synset,,07554224-n,,,,,,,,
concept:39974,Concept,39974,,,,,,,,,
synset:07554342-n,Synset,,07554342-n,,,,,,,,
concept:39975,Concept,39975,,,,,,,,,
synset:07554500-n,Synset,,07554500-n,,,,,,,,
concept:39976,Concept,39976,,,,,,,,,
synset:07554640-n,Synset,,07554640-n,,,,,,,,
concept:39977,Concept,39977,,,,,,,,,
synset:07554758-n,Synset,,07554758-n,,,,,,,,
concept:39978,Concept,39978,,,,,,,,,
synset:07554856-n,Synset,,07554856-n,,,,,,,,
concept:39979,Concept,39979,,,,,,,,,
synset:07555014-n,Synset,,07555014-n,,,,,,,,
concept:3998,Concept,3998,,,,,,,,,
synset:00793212-n,Synset,,00793212-n,,,,,,,,
concept:39980,Concept,39980,,,,,,,,,
synset:07555184-n,Synset,,07555184-n,,,,,,,,
concept:39981,Concept,39981,,,,,,,,,
synset:07555402-n,Synset,,07555402-n,,,,,,,,
concept:39982,Concept,39982,,,,,,,,,
synset:07555647-n,Synset,,07555647-n,,,,,,,,
concept:39983,Concept,39983,,,,,,,,,
synset:07555775-n,Synset,,07555775-n,,,,,,,,
concept:39984,Concept,39984,,,,,,,,,
synset:07555863-n,Synset,,07555863-n,,,,,,,,
domain:noun.food,Domain,,,noun.food,,,,,,,
concept:39985,Concept,39985,,,,,,,,,
synset:07556406-n,Synset,,07556406-n,,,,,,,,
concept:39986,Concept,39986,,,,,,,,,
synset:07556637-n,Synset,,07556637-n,,,,,,,,
concept:39987,Concept,39987,,,,,,,,,
synset:07556872-n,Synset,,07556872-n,,,,,,,,
concept:39988,Concept,39988,,,,,,,,,
synset:07556970-n,Synset,,07556970-n,,,,,,,,
concept:39989,Concept,39989,,,,,,,,,
synset:07557165-n,Synset,,07557165-n,,,,,,,,
concept:3999,Concept,3999,,,,,,,,,
synset:00793529-n,Synset,,00793529-n,,,,,,,,
concept:39990,Concept,39990,,,,,,,,,
synset:07557434-n,Synset,,07557434-n,,,,,,,,
concept:39991,Concept,39991,,,,,,,,,
synset:07560193-n,Synset,,07560193-n,,,,,,,,
concept:39992,Concept,39992,,,,,,,,,
synset:07560331-n,Synset,,07560331-n,,,,,,,,
concept:39993,Concept,39993,,,,,,,,,
synset:07560422-n,Synset,,07560422-n,,,,,,,,
concept:39994,Concept,39994,,,,,,,,,
synset:07560542-n,Synset,,07560542-n,,,,,,,,
concept:39995,Concept,39995,,,,,,,,,
synset:07560652-n,Synset,,07560652-n,,,,,,,,
concept:39996,Concept,39996,,,,,,,,,
synset:07560903-n,Synset,,07560903-n,,,,,,,,
concept:39997,Concept,39997,,,,,,,,,
synset:07561112-n,Synset,,07561112-n,,,,,,,,
concept:39998,Concept,39998,,,,,,,,,
synset:07561590-n,Synset,,07561590-n,,,,,,,,
concept:39999,Concept,39999,,,,,,,,,
synset:07561730-n,Synset,,07561730-n,,,,,,,,
concept:4,Concept,4,,,,,,,,,
synset:06292973-n,Synset,,06292973-n,,,,,,,,
concept:40,Concept,40,,,,,,,,,
synset:00019613-n,Synset,,00019613-n,,,,,,,,
concept:400,Concept,400,,,,,,,,,
synset:00101191-n,Synset,,00101191-n,,,,,,,,
concept:4000,Concept,4000,,,,,,,,,
synset:00793844-n,Synset,,00793844-n,,,,,,,,
concept:40000,Concept,40000,,,,,,,,,
synset:07561848-n,Synset,,07561848-n,,,,,,,,
concept:40001,Concept,40001,,,,,,,,,
synset:07562017-n,Synset,,07562017-n,,,,,,,,
concept:40002,Concept,40002,,,,,,,,,
synset:07562172-n,Synset,,07562172-n,,,,,,,,
concept:40003,Concept,40003,,,,,,,,,
synset:07562379-n,Synset,,07562379-n,,,,,,,,
concept:40004,Concept,40004,,,,,,,,,
synset:07562651-n,Synset,,07562651-n,,,,,,,,
concept:40005,Concept,40005,,,,,,,,,
synset:07562881-n,Synset,,07562881-n,,,,,,,,
concept:40006,Concept,40006,,,,,,,,,
synset:07562984-n,Synset,,07562984-n,,,,,,,,
concept:40007,Concept,40007,,,,,,,,,
synset:07563207-n,Synset,,07563207-n,,,,,,,,
concept:40008,Concept,40008,,,,,,,,,
synset:07563366-n,Synset,,07563366-n,,,,,,,,
concept:40009,Concept,40009,,,,,,,,,
synset:07563509-n,Synset,,07563509-n,,,,,,,,
concept:4001,Concept,4001,,,,,,,,,
synset:00794123-n,Synset,,00794123-n,,,,,,,,
concept:40010,Concept,40010,,,,,,,,,
synset:07563642-n,Synset,,07563642-n,,,,,,,,
concept:40011,Concept,40011,,,,,,,,,
synset:07563800-n,Synset,,07563800-n,,,,,,,,
concept:40012,Concept,40012,,,,,,,,,
synset:07564008-n,Synset,,07564008-n,,,,,,,,
concept:40013,Concept,40013,,,,,,,,,
synset:07564101-n,Synset,,07564101-n,,,,,,,,
concept:40014,Concept,40014,,,,,,,,,
synset:07564292-n,Synset,,07564292-n,,,,,,,,
concept:40015,Concept,40015,,,,,,,,,
synset:07564515-n,Synset,,07564515-n,,,,,,,,
concept:40016,Concept,40016,,,,,,,,,
synset:07564629-n,Synset,,07564629-n,,,,,,,,
concept:40017,Concept,40017,,,,,,,,,
synset:07564796-n,Synset,,07564796-n,,,,,,,,
concept:40018,Concept,40018,,,,,,,,,
synset:07564971-n,Synset,,07564971-n,,,,,,,,
concept:40019,Concept,40019,,,,,,,,,
synset:07565083-n,Synset,,07565083-n,,,,,,,,
